,CIDADE,QUANTIDADE,FORMATO
55612,Willows,3.0,Fireball
55617,Anaheim,62.0,Fireball
55642,Riverside,68.0,Cross
55645,Daly City,10.0,Fireball
55647,San Anselmo,10.0,Fireball
55660,Los Angeles,254.0,Light
55661,Santa Barbara,54.0,Light
55662,San Luis Obispo,14.0,Unknown
55665,San Diego,277.0,Chevron
55666,Ventura,47.0,Cigar
55718,Monrovia,8.0,Unknown
55723,Porterville,20.0,Unknown
55732,Huntington Beach,64.0,Light
55752,Los Angeles,254.0,Changing
55756,Fresno,96.0,Disk
55767,Santa Rosa,67.0,Circle
55782,Escondido,56.0,Light
55784,Escondido,56.0,Fireball
55791,Santa Cruz,35.0,Other
55792,All over,1.0,Light
55798,Campbell,16.0,Circle
55801,Murrieta,23.0,Light
55802,El Cajon,49.0,Chevron
55803,Yosemite,2.0,Other
55805,Cotati,2.0,Light
55807,Carlsbad,39.0,Circle
55808,Camarillo,10.0,Light
55809,Granite Bay,7.0,Light
55810,Newhall,5.0,Light
55811,Corona,54.0,Light
55813,Bay Area,1.0,Fireball
55814,Fallbrook,11.0,Other
55815,Placerville,10.0,Other
55816,Buellton,3.0,Fireball
55817,Palmdale,34.0,Other
55818,Sacramento,177.0,Triangle
55819,Menifee,21.0,Circle
55821,La Quinta,6.0,Light
55822,Turlock,21.0,Light
55823,Mira Mesa,2.0,Light
55824,La Jolla,15.0,Changing
55826,Palm Springs,36.0,Unknown
55827,Visalia,35.0,Light
55828,Long Beach/Los Angles,1.0,Unknown
55829,Litchfield,1.0,Other
55830,29 Palms,2.0,Egg
55831,Oceanside,32.0,Triangle
55832,Oceanside,32.0,Circle
55833,Folsom,17.0,Light
55834,San Pablo,5.0,Other
55835,Modesto,68.0,Teardrop
55836,La Jolla,15.0,Light
55837,Marina del Rey,7.0,Light
55838,Valley Village,5.0,Unknown
55839,Santa Cruz,35.0,Unknown
55841,Apple Valley,17.0,Unknown
55842,San Diego,277.0,Fireball
55843,Long Beach,94.0,Circle
55844,Lemoore,6.0,Unknown
55845,Chula Vista,27.0,
55846,Huntington Beach,64.0,Circle
55847,Santa Monica,23.0,Light
55848,Knights Landing,1.0,Sphere
55849,Moreno Valley,26.0,Other
55850,Elk Grove,33.0,Sphere
55852,San Diego,277.0,Oval
55853,South Gate,12.0,Light
55854,Oxnard,40.0,Light
55855,Poway,8.0,Sphere
55856,Fremont,27.0,Changing
55857,Marina del Rey,7.0,
55858,San Jacinto,15.0,
55859,Temecula,48.0,Light
55860,San Diego,277.0,Diamond
55861,North Hollywood,21.0,Circle
55862,Laguna Beach,16.0,Changing
55863,Huntington Beach,64.0,Light
55864,Napa,28.0,Changing
55865,Oakland,49.0,
55867,Indio,24.0,Light
55868,Gilroy,12.0,Light
55869,Sylmar,10.0,Light
55870,Danville,5.0,Cone
55871,Los Angeles,254.0,Fireball
55873,San Bernardino,41.0,Circle
55874,Canoga Park,12.0,Other
55875,Benicia,10.0,Cigar
55876,Walnut Creek,9.0,Circle
55877,San Jose,160.0,Light
55878,San Diego (Mission Valley),1.0,Circle
55879,Ozena,1.0,Fireball
55881,Oxnard,40.0,Sphere
55882,Lomira,1.0,Light
55883,Rohnert Park,20.0,Cone
55884,Newberry Springs,2.0,Light
55885,Thousand Oaks,22.0,Changing
55886,Redlands,21.0,Light
55887,San Juan Capistrano,8.0,Oval
55888,San Jose,160.0,
55889,Palm Springs,36.0,Circle
55890,San Jose,160.0,Light
55891,Petaluma,22.0,Cone
55892,San Ysidro,3.0,Light
55893,Carlsbad,39.0,Circle
55894,Poway,8.0,Circle
55895,San Jose,160.0,Other
55896,Sherman Oaks,22.0,Sphere
55897,Fresno,96.0,Light
55898,Santee,10.0,Light
55899,Paso Robles,13.0,Unknown
55900,La Quinta,6.0,Light
55901,Stockton,37.0,Other
55902,Paso Robles,13.0,Cigar
55903,,,Unknown
55904,Fairfield,31.0,Light
55905,Encinitas,16.0,Light
55906,Tracy,18.0,Light
55907,Los Angeles,254.0,Light
55908,Palmdale,34.0,Light
55909,Redding,46.0,Cone
55910,Oakland,49.0,Fireball
55911,Ramona,7.0,Light
55912,Antioch,38.0,Unknown
55913,Carmel Valley,4.0,Triangle
55914,Ridgecrest,24.0,Unknown
55915,Laguna Niguel,17.0,Cylinder
55916,Riverside,68.0,Light
55917,Wilows,1.0,Unknown
55918,Covina,20.0,Circle
55919,Encintas,1.0,Cone
55920,Del Mar,5.0,Other
55921,Palo Alto,11.0,Light
55922,Napa,28.0,Unknown
55923,Escondido,56.0,Fireball
55924,Los Banos,19.0,Cigar
55925,Frazier Park,3.0,Changing
55926,Riverside,68.0,Light
55927,Escondido,56.0,Changing
55928,Isla Vista,3.0,Circle
55929,Escondido,56.0,Sphere
55930,San Diego,277.0,Light
55931,Buellton (near),1.0,Other
55932,San Diego/Mira Mesa,1.0,Light
55933,Oceanside,32.0,Fireball
55934,San Jose,160.0,Light
55935,Fountain Valley,10.0,Circle
55937,Barstow,10.0,Cylinder
55938,Corona,54.0,Circle
55939,Alameda,11.0,Light
55940,Paramount,8.0,Unknown
55941,San Luis Obispo,14.0,Circle
55942,Templeton,4.0,Light
55943,Palmdale,34.0,Circle
55945,Rancho Cordova,7.0,Light
55946,Moorpark,6.0,Light
55947,Santa Barbara,54.0,Unknown
55948,Rialto,13.0,Sphere
55949,Cotati,2.0,Light
55950,Riverside,68.0,Sphere
55951,Riverbank,7.0,Light
55952,Sylmar,10.0,Changing
55953,Pasadena,26.0,Light
55954,Oxnard,40.0,Light
55955,Anaheim,62.0,Light
55956,Pasadena,26.0,Light
55957,Carson,6.0,Circle
55958,Cardiff by The Sea,1.0,Other
55959,La Jolla,15.0,Fireball
55960,Turlock,21.0,Light
55961,Santa Barbara,54.0,Sphere
55962,Santa Rosa,67.0,Other
55963,Moreno Valley,26.0,Light
55965,South Pasadena,3.0,Disk
55966,Patterson,9.0,Circle
55967,Apple Valley,17.0,Diamond
55968,Oroville,12.0,Chevron
55969,Pacifica,8.0,Triangle
55970,San Diego,277.0,Light
55971,Tustin (viewed from),1.0,Circle
55972,Indio,24.0,Light
55973,Soledad,2.0,Unknown
55974,Boyle Heights,1.0,Unknown
55975,Anaheim,62.0,Circle
55976,Aliso Viejo,11.0,Circle
55977,Covina,20.0,Unknown
55978,Downey,14.0,Unknown
55979,San Diego,277.0,Light
55980,Palmdale,34.0,Unknown
55981,Canyon Lake,7.0,Light
55982,Nuevo,1.0,Unknown
55983,Needles,4.0,Circle
55984,Pollock Pines,6.0,Light
55985,Seal Beach,10.0,Flash
55986,Rio Vista,2.0,Fireball
55987,Rancho Cucamonga,32.0,Light
55988,Carpinteria,5.0,Light
55989,Rialto,13.0,Light
55991,Morgan Hill,11.0,Unknown
55992,Orange,30.0,Unknown
55993,Palm Desert,27.0,Fireball
55994,East Hemet,1.0,Oval
55995,Santa Ana,35.0,Other
55996,Filmore,1.0,Circle
55997,Chino,16.0,Light
55998,La Jolla,15.0,Light
55999,Fairfield,31.0,Changing
56000,Grand Terrace,3.0,Cigar
56001,Indio,24.0,Cylinder
56002,Hemet,27.0,Fireball
56004,Castro Valley,16.0,Oval
56005,Bakersfield,63.0,Unknown
56023,Rancho Cucamonga,32.0,Light
56026,Rancho Cucamonga,32.0,Triangle
56027,Rancho Cucamonga,32.0,Changing
56028,Upland,17.0,Unknown
56029,Upland,17.0,Diamond
56030,Fremont,27.0,Cigar
56042,La Crescenta,5.0,Circle
56043,San Diego,277.0,Chevron
56045,Menifeeca,1.0,Light
56049,Atwater,9.0,Light
56050,Healdsburg,7.0,Light
56060,San Rafael,24.0,Sphere
56063,Lakewood,15.0,Light
56066,Covina,20.0,Light
56075,Berkeley,23.0,Light
56077,Marysville,9.0,
56078,San Rafael,24.0,Changing
56123,Corona,54.0,Flash
56126,San Diego,277.0,Oval
56179,Sacramento,177.0,Diamond
56184,Menifee,21.0,Fireball
56194,San Ysidro,3.0,Circle
56208,Santa Maria,20.0,Circle
56212,Tehachapi,8.0,Unknown
56217,Walnut Creek,9.0,Fireball
56221,Sacramento,177.0,Other
56222,Glendale (La Crecenta,1.0,Triangle
56229,Riverside,68.0,Light
56236,DeLuz/Temecula,1.0,Cylinder
56274,Oceanside,32.0,Light
56275,Los Angeles,254.0,Sphere
56281,Concord,15.0,Fireball
56286,Toluca Lake,2.0,Rectangle
56290,Modesto,68.0,Circle
56298,Goleta,16.0,Fireball
56299,Menifee,21.0,Fireball
56300,Bakersfield,63.0,Fireball
56301,Palm Springs,36.0,Fireball
56302,Susanville,8.0,Sphere
56304,Huntington Beach,64.0,Fireball
56305,Moorpark,6.0,Light
56306,Sky Valley,1.0,Cigar
56308,Desert Hot Springs,11.0,Cylinder
56309,Lafayette,5.0,Unknown
56310,Sonoma,24.0,Cone
56312,Vacaville,24.0,Changing
56315,Napa,28.0,Fireball
56325,Fairfield,31.0,Circle
56326,Costa Mesa,19.0,Oval
56358,Sonoma,24.0,Sphere
56368,Ventura,47.0,Light
56369,Petaluma,22.0,Light
56391,San Pedro,21.0,Disk
56394,San Diego,277.0,Unknown
56395,Otay Mesa,1.0,Oval
56403,San Leandro,14.0,Triangle
56405,San Jose,160.0,Unknown
56418,Antioch,38.0,Fireball
56439,Sacramento,177.0,Circle
56440,Palm Desert,27.0,Oval
56442,Aliso Viejo,11.0,Circle
56446,Costa Mesa,19.0,Unknown
56449,Sacramento,177.0,Fireball
56472,East Los Angeles (Boyle Heights),1.0,Flash
56478,Lucerne Valley,3.0,Fireball
56480,Rosemead,4.0,Unknown
56503,Tracy,18.0,Changing
56514,Seal Beach,10.0,Fireball
56573,Montague,2.0,Light
56608,Cerritos,8.0,Fireball
56611,Burbank,48.0,Circle
56622,Indio,24.0,Diamond
56653,Rohnert Park,20.0,Circle
56667,San Diego,277.0,Sphere
56671,Lake Elsinore,23.0,Unknown
56684,Ridgecrest,24.0,Sphere
56686,Azusa,11.0,Triangle
56688,Long Beach,94.0,Circle
56692,Concord,15.0,Sphere
56700,Pasadena,26.0,Cylinder
56708,Burbank,48.0,Sphere
56709,Maywood,6.0,Cylinder
56710,Clayton,3.0,Circle
56714,Santa Maria,20.0,Oval
56735,Bakersfield,63.0,Fireball
56748,San Francisco,125.0,Triangle
56756,Sacramento,177.0,Circle
56772,Desert Center,7.0,Sphere
56784,Bakersfield,63.0,Unknown
56787,Santa Clarita,18.0,Circle
56789,North Hollywood,21.0,Circle
56793,Sutherlin,1.0,Fireball
56796,Mecca,2.0,Other
56826,Kingsburg,2.0,Triangle
56839,Corona del Mar,6.0,Light
56847,Susanville,8.0,Light
56884,San Diego,277.0,Light
56894,San Diego,277.0,Triangle
56897,Orangevale,9.0,Other
56898,Citrus Heights,17.0,Unknown
56914,Chula Vista,27.0,Fireball
56915,Santee,10.0,Fireball
56938,Imperial Beach,8.0,Fireball
56944,Aptos,6.0,Triangle
56957,Sacramento,177.0,Fireball
56961,Sacramento,177.0,Fireball
56974,Elk Grove,33.0,Light
56991,Edwards,2.0,Chevron
56993,Mojave,9.0,Circle
56995,Ridgecrest,24.0,Cigar
57009,Chula Vista,27.0,Unknown
57018,Rubidoux,2.0,Light
57049,Lompoc,7.0,Light
57054,Rancho Bernardo,5.0,Formation
57062,Riverside,68.0,Light
57067,Livermore,18.0,Cone
57081,Tracy,18.0,Light
57084,Bakersfield,63.0,Light
57086,San Rafael,24.0,Light
57093,San Luis Obispo,14.0,Fireball
57117,Santa Rosa,67.0,Light
57130,Foresthill,4.0,Cone
57168,Newport Beach,27.0,Formation
57170,Santa Rosa,67.0,Other
57174,Santa Fe (on ranch),1.0,Light
57175,Ran home Santa Fe,1.0,Light
57176,Indio,24.0,Circle
57179,Hayward,26.0,Triangle
57181,Lakewood,15.0,Unknown
57184,South Gate,12.0,Sphere
57185,Newhall,5.0,Rectangle
57193,Port Hueneme,5.0,Triangle
57196,Carpenteria,1.0,Sphere
57223,Anaheim,62.0,Other
57224,Laguna Beach,16.0,Fireball
57225,Tustin,13.0,Light
57226,Costa Mesa,19.0,Fireball
57227,Ramona,7.0,Light
57228,Palm Desert,27.0,Fireball
57229,San Diego,277.0,Other
57230,Victorville,15.0,Fireball
57231,San Diego,277.0,Light
57232,South Gate,12.0,Light
57233,Cerritos,8.0,Teardrop
57234,Temecula,48.0,Triangle
57235,Santa Clarita,18.0,Fireball
57236,Lompoc,7.0,Cylinder
57237,Oxnard,40.0,Light
57238,Whittier,29.0,Fireball
57240,Burbank,48.0,Fireball
57242,Salinas,24.0,Light
57254,Garden Grove,30.0,Changing
57255,Riverbank,7.0,Cross
57259,San Ramon,12.0,Teardrop
57260,Arcata,13.0,Unknown
57264,Geyserville,2.0,Circle
57271,Kingsburg,2.0,Light
57277,Perris,11.0,Triangle
57291,Santa Cruz,35.0,Triangle
57294,Hermosa Beach,7.0,Light
57300,Antelope,10.0,Triangle
57309,Temecula,48.0,Triangle
57316,Petaluma,22.0,Circle
57327,Costa Mesa,19.0,Circle
57352,Woodland Hills,15.0,Circle
57353,Los Angeles (Venice Beach),1.0,Teardrop
57356,Fresno,96.0,Other
57360,Salinas,24.0,Unknown
57376,Granite Bay,7.0,Other
57377,Sebastopol,11.0,Light
57378,Los Angeles,254.0,Circle
57392,Shasta Lake,4.0,Fireball
57396,San Diego,277.0,Cylinder
57404,Sacramento,177.0,Sphere
57407,Maywood,6.0,Circle
57414,Morro Bay,3.0,Unknown
57418,Crestline,6.0,Disk
57438,Paradise,6.0,Flash
57442,Santa Maria,20.0,Disk
57443,Bakersfield,63.0,Fireball
57446,Los Angeles,254.0,Sphere
57453,Riverside,68.0,Light
57462,North Hollywood,21.0,Light
57465,Sacramento,177.0,Egg
57467,Reseda,11.0,Triangle
57474,Mojave,9.0,Other
57522,Santa Cruz,35.0,Fireball
57526,Sacramento,177.0,Other
57532,Castro Valley,16.0,Triangle
57548,Newport Beach,27.0,Disk
57551,Castro Valley,16.0,Triangle
57553,Blocksburg,2.0,
57554,Chula Vista,27.0,Fireball
57555,San Ysidro (Baja??),1.0,Oval
57561,Pine Grove,1.0,Sphere
57569,Turlock,21.0,Light
57577,Mount Shasta,8.0,Cigar
57584,Barstow,10.0,Other
57587,Benicia,10.0,Other
57596,Hesperia,13.0,Light
57603,Huntington Beach,64.0,Flash
57671,Castaic,2.0,Formation
57685,Roseville,38.0,Unknown
57695,Riverside,68.0,Fireball
57699,Goleta,16.0,
57714,Escondido,56.0,Light
57728,Huntington Beach,64.0,Circle
57735,Vallejo,18.0,Fireball
57759,Montclair,5.0,Light
57767,Indio,24.0,Changing
57770,Fresno,96.0,Light
57782,Newport Beach,27.0,Fireball
57784,San Diego,277.0,Light
57792,Castiac,2.0,Teardrop
57793,Santa Cruz,35.0,Egg
57799,Galt,7.0,Unknown
57818,Barstow,10.0,Circle
57819,Reseda,11.0,Fireball
57821,Costa Mesa,19.0,Fireball
57823,San Diego,277.0,Triangle
57828,Barstow (I-15 Fwy),1.0,Circle
57855,Sacramento,177.0,Changing
57861,Maywood,6.0,Circle
57872,Whittier,29.0,Fireball
57885,El Segundo,5.0,Other
57891,Van Nuys,19.0,Oval
57896,Palmdale,34.0,Light
57914,Napa,28.0,Triangle
57917,Palos Verdes Estates,3.0,Diamond
57920,Marysville,9.0,Disk
57937,Rosamond,13.0,Light
57940,Sacramento,177.0,Circle
57955,Goleta,16.0,Cross
58005,Van Nuys,19.0,Fireball
58025,Lakeside,17.0,Sphere
58031,Redlands,21.0,Unknown
58043,Brawley,6.0,Unknown
58055,Bass Lake,1.0,Fireball
58058,Bartow,1.0,Other
58097,Long Beach,94.0,
58102,Folsom,17.0,Light
58103,Riverside,68.0,Light
58106,Tracy,18.0,Light
58116,San Diego,277.0,Formation
58136,Bakersfield,63.0,Fireball
58139,San Francisco,125.0,
58142,San Jose,160.0,Light
58214,Sacramento,177.0,Light
58218,Gerber,1.0,Chevron
58221,Modesto,68.0,Disk
58225,San Francisco,125.0,Cigar
58227,Los Angeles (Del Mar Beach),1.0,Unknown
58234,Barstow,10.0,Flash
58243,Carlsbad,39.0,Cigar
58271,San Diego,277.0,Formation
58280,Claremont,10.0,Sphere
58281,Joshua Tree National Park,3.0,Sphere
58308,Dos Palos,1.0,Light
58315,Pollock Pines,6.0,Oval
58319,San Jose,160.0,Diamond
58341,Manteca,15.0,Changing
58354,Baldwin park,1.0,Flash
58381,Torrance,33.0,Sphere
58387,soledad,1.0,Light
58397,Willows,3.0,Light
58412,Torrance,33.0,Other
58427,Long Beach,94.0,Fireball
58469,Clovis,29.0,Light
58471,Willits,6.0,Disk
58474,Manhattan Beach,9.0,Disk
58504,Santa Clarita,18.0,Light
58508,Placerville,10.0,Fireball
58509,Rancho Cucamonga,32.0,Unknown
58510,Pacifica,8.0,Circle
58512,Pacifica,8.0,Circle
58515,Woodland Hills,15.0,Light
58528,Long Beach,94.0,Sphere
58543,Turlock,21.0,Light
58555,Palomar Mountain,2.0,Light
58560,Garden Grove,30.0,Disk
58587,Rosamond,13.0,Formation
58600,East Oroville,1.0,Rectangle
58604,Oxnard,40.0,Sphere
58639,San Ramon,12.0,Circle
58652,Buena Park,14.0,Egg
58664,Garden Grove,30.0,Unknown
58672,Temecula,48.0,Oval
58711,Tarzana,7.0,Oval
58737,Palo Alto,11.0,Fireball
58740,Redondo Beach,26.0,Light
58742,Santa Fe Springs,4.0,Light
58750,Laguna Beach,16.0,Unknown
58755,La Puente,13.0,Oval
58759,Laguna Niguel,17.0,Fireball
58760,Sonoma,24.0,Changing
58767,North Hollywood,21.0,Diamond
58774,Chino,16.0,Light
58787,Agoura Hills,5.0,Oval
58803,Anaheim,62.0,Light
58804,Palm Springs,36.0,Triangle
58806,Indio,24.0,Sphere
58807,Buena Park,14.0,Egg
58809,South Lake Tahoe,10.0,Other
58811,Ridgecrest,24.0,Oval
58815,Long Beach,94.0,Fireball
58830,Pleasanton,16.0,Teardrop
58843,Valley Village,5.0,Other
58845,Santa Clarita,18.0,Formation
58846,Joshua Tree,9.0,Oval
58848,Joshua Tree,9.0,Unknown
58861,Fair Oaks,8.0,Circle
58862,Lancaster,30.0,Disk
58872,Orange,30.0,Light
58873,San Francisco,125.0,Rectangle
58878,Norwalk,21.0,Unknown
58883,Joshua Tree-Twenty Nine Palms,1.0,Oval
58903,Amsterdam,1.0,Egg
58907,Elk Grove,33.0,Other
58908,San Jose,160.0,Cylinder
58944,Norwalk,21.0,Fireball
58957,Riverside,68.0,Light
58963,Galt,7.0,Circle
58979,Aliso Viejo,11.0,Triangle
58999,Sherman Oaks,22.0,Fireball
59014,Lincoln,16.0,Circle
59016,Santa Clarita,18.0,Fireball
59017,Palmdale,34.0,Fireball
59018,Modesto,68.0,Light
59019,Ukiah,14.0,Circle
59020,La Mesa,19.0,Light
59021,Mojave,9.0,Fireball
59022,Beaumont,5.0,Other
59023,Ventura,47.0,Light
59024,Tracy,18.0,Fireball
59026,Santa Ana,35.0,Circle
59027,Huntington Beach,64.0,Other
59029,Lake Hughes,1.0,Fireball
59030,Stockton,37.0,Fireball
59031,Modesto,68.0,Cone
59032,San Jose,160.0,Fireball
59033,Phelan,6.0,Fireball
59034,Ventura,47.0,Fireball
59035,Truckee,5.0,Fireball
59038,San Jose,160.0,
59039,Tracy,18.0,Fireball
59040,Bakersfield,63.0,Fireball
59043,Anza,1.0,Other
59044,Stockton,37.0,Fireball
59045,Livermore,18.0,Fireball
59046,Mariposa County,1.0,Sphere
59047,Waterford,1.0,Fireball
59048,Costa Mesa,19.0,Fireball
59049,Victorville,15.0,Fireball
59050,Dublin,9.0,Fireball
59051,Huntington Beach,64.0,Unknown
59052,Sacramento,177.0,Fireball
59054,Frazier Park,3.0,Fireball
59055,Oxnard,40.0,Teardrop
59057,French Camp,1.0,Fireball
59058,Corona/Lake Mathews,1.0,Fireball
59059,Los Angeles,254.0,Fireball
59060,Chico,31.0,Other
59061,Oakdale,7.0,Rectangle
59062,San Diego,277.0,Light
59064,Sacramento,177.0,Light
59065,Boonville,2.0,Fireball
59066,California City,2.0,Chevron
59068,Alpaugh,1.0,Changing
59070,Rohnert Park,20.0,Fireball
59071,San Mateo,11.0,Fireball
59072,Fresno,96.0,Rectangle
59074,Fresno,96.0,Fireball
59079,Willits,6.0,Other
59103,Half Moon Bay,8.0,Circle
59110,Auburn,14.0,Triangle
59125,Hollister,22.0,Fireball
59128,Antelope,10.0,Flash
59130,Vacaville,24.0,Teardrop
59142,Vacaville,24.0,Circle
59148,Granada Hills,3.0,Formation
59150,Rocklin,13.0,Fireball
59154,"La Quinta, Indian Wells, Palm Desert",1.0,Light
59155,Palm Desert/La Quinta,1.0,Circle
59156,Palm Desert,27.0,Light
59157,Palm Desert,27.0,Light
59169,Madera,18.0,Triangle
59201,Oceano,3.0,Disk
59202,Culver City,11.0,Fireball
59237,Anaheim (NE  of),1.0,Fireball
59285,San Diego,277.0,Sphere
59286,Tulare,6.0,Cigar
59287,San diego,1.0,Triangle
59289,Colfax,1.0,Light
59320,Murrieta,23.0,
59325,Oakland,49.0,
59343,Los Banos,19.0,Unknown
59344,Van Nuys,19.0,Light
59359,Lakeside,17.0,Circle
59393,Laguna Hills,14.0,Circle
59403,Alameda,11.0,Unknown
59404,Lincoln and Roseville,1.0,Circle
59411,Redlands,21.0,Light
59458,Santa Barbara,54.0,Light
59463,Hawthorne,5.0,Rectangle
59465,Elk Grove,33.0,Circle
59476,San Gabriel,7.0,Changing
59482,Channel Islands Point Magu,1.0,Circle
59520,Riverside,68.0,Unknown
59540,Kings Canyon National Parks,1.0,Flash
59541,Lafayette,5.0,Light
59554,Lodi,15.0,Diamond
59556,Mount Laguna,1.0,Cigar
59557,Upland,17.0,
59568,Escondido,56.0,Unknown
59578,Corte Madera,6.0,Circle
59581,Pomona,27.0,Sphere
59590,Menifee,21.0,Other
59600,Dana Point,16.0,Light
59629,Santa Rosa,67.0,Light
59630,Petaluma,22.0,Circle
59631,Santa Rosa,67.0,Oval
59634,Sylmar,10.0,Other
59646,Hollister,22.0,Light
59659,Visalia,35.0,Unknown
59663,Pacific Palisades,4.0,Oval
59683,Murrieta,23.0,Rectangle
59685,Walnut Creek (area off I-680),1.0,Formation
59709,Avalon,3.0,Other
59718,Santa Ana,35.0,Disk
59720,Perris,11.0,Fireball
59721,Perris,11.0,Unknown
59740,San Diego (North County),1.0,Circle
59750,Oceanside,32.0,Cigar
59751,Los Angeles,254.0,Disk
59753,Essex,1.0,Oval
59760,Grass Valley,19.0,Light
59766,Tustin,13.0,Rectangle
59769,Sun City,3.0,Light
59770,East Los Angeles,5.0,Oval
59787,Long Beach,94.0,Light
59788,Los Angeles,254.0,Fireball
59798,Los Angeles,254.0,Light
59827,San Diego,277.0,Fireball
59829,Laguna Beach,16.0,Fireball
59835,Marina Del Rey,7.0,Light
59840,Wheatland,1.0,Circle
59873,Ridgecrest,24.0,Cylinder
59882,Fairfield,31.0,Chevron
59883,Riverside,68.0,Sphere
59885,Riverside,68.0,Other
59909,Carmichael,12.0,Chevron
59915,South Gate,12.0,Fireball
59937,Antioch,38.0,Triangle
59945,Citrus Heights,17.0,Light
59956,Menifee,21.0,Circle
59960,Citrus Heights,17.0,Unknown
59970,Castro Valley,16.0,Light
59984,Anderson,12.0,Other
59997,Antioch,38.0,Light
60001,Los Banos,19.0,Triangle
60023,Glendale,25.0,Triangle
60059,Costa Mesa,19.0,Oval
60081,Pittsburg,12.0,Circle
60086,Chico,31.0,Circle
60097,Blythe,6.0,Disk
60109,Oxnard,40.0,Unknown
60110,Eastvale,10.0,Light
60119,Fresno,96.0,Light
60122,Idyllwild,3.0,Circle
60128,Delano,3.0,Other
60144,El Monte,7.0,Circle
60145,Claremont,10.0,Flash
60154,Monterey,25.0,Disk
60161,Roseville,38.0,Changing
60171,Goleta,16.0,Other
60174,Oakdale,7.0,Other
60176,Antioch,38.0,Teardrop
60177,Sacramento,177.0,Oval
60179,Coachella,2.0,Circle
60180,Long Beach,94.0,Light
60187,San Jose,160.0,Rectangle
60188,Sacramento,177.0,Light
60194,Roseville,38.0,Formation
60195,Rocklin,13.0,Unknown
60196,Rocklin,13.0,
60209,Long Beach,94.0,Formation
60224,Redding,46.0,Rectangle
60226,Oakland,49.0,Triangle
60228,Fountain Valley,10.0,Triangle
60230,Silverlake,1.0,Cigar
60232,Downy,1.0,Egg
60245,Santa Monica,23.0,Formation
60250,Temecula,48.0,Triangle
60276,Newport Beach,27.0,Fireball
60277,Newport Beach,27.0,Fireball
60286,Claremont,10.0,Unknown
60315,Perris,11.0,Disk
60316,San Diego,277.0,Triangle
60323,Morongo valley,1.0,Unknown
60324,Oroville,12.0,Light
60348,Pittsburg/Antioch,3.0,Light
60352,Long Beach,94.0,Other
60353,Sylmar,10.0,Triangle
60360,Huntington Beach,64.0,Chevron
60364,Citrus Heights,17.0,Oval
60367,Redding,46.0,Cigar
60369,Marina Del Rey,7.0,Light
60372,Grapevine,3.0,Triangle
